oepid,accreditor,pred_degree,highest_degree,control,region,admission_rate,ccbasic,in_state_tuit,out_state_tuit,prog_year_tuit,revenue_tuit,avg_faculty_salary,two_yr_default,three_yr_default,sat_avg,prop_loan,name,address,ZIP,fips,city,state,cbsa,csa,longitude,latitude,extracted_year
3023700,,Certificate,Certificate,Public,Great Lakes,,,,,6090.0,5238.0,,,0.052,,0.2789,Madison Adult Career Center,"Mansfield, OH - 600 Esley Ln",44905,39.0,Mansfield,OH,31900.0,360.0,-82.460912,40.774328,2019-01-01
3026511,,Certificate,Associate,Private Non-Profit,Great Lakes,,,15678.0,15678.0,,10861.0,3698.0,,0.142,,0.6756,Remington College-Cleveland Campus,"Cleveland, OH - 14445 Broadway Ave",44125-1957,39.0,Cleveland,OH,17460.0,184.0,-81.579347,41.422951,2019-01-01
2315500,,Certificate,Certificate,Private For-Profit,Great Lakes,,,,,18445.0,8303.0,,,0.03,,0.7053,Toledo Academy of Beauty Culture-East,"OREGON, OH - 3341 NAVARRE AVE.",43616,39.0,OREGON,OH,45780.0,534.0,-83.469064,41.638647,2019-01-01
3051500,,Certificate,Certificate,Public,Great Lakes,,,,,650.0,8173.0,,,,,0.0,U S Grant Joint Vocational School,"Bethel, OH - 718 West Plane Street",45106,39.0,Bethel,OH,17140.0,178.0,-84.094071,38.969393,2019-01-01
3051100,,Certificate,Certificate,Public,Southwest,,,,,2926.0,142.0,,,,,0.0,Chisholm Trail Technology Center,"Omega, OK - 283 State Highway 33",73764-6335,40.0,Omega,OK,-2.0,-2.0,-98.20184,35.84221,2019-01-01
996800,,Certificate,Certificate,Public,Southwest,,,,,5682.0,1023.0,,,,,0.0,Gordon Cooper Technology Center,"Shawnee, OK - 1 John C Bruton Blvd",74804,40.0,Shawnee,OK,43060.0,416.0,-96.908013,35.380321,2019-01-01
920400,,Certificate,Certificate,Public,Southwest,,,,,3016.0,518.0,,,,,0.0,Kiamichi Technology Center-McAlester,"McAlester, OK - 301 Kiamichi Dr",74501,40.0,McAlester,OK,32540.0,-2.0,-95.745999,34.924173,2019-01-01
3081900,,Associate,Associate,Private For-Profit,Mid East,,,,,25172.0,7773.0,4429.0,,0.181,,0.6416,YTI Career Institute-Altoona,"Altoona, PA - 2900 Fairway Dr",16602,42.0,Altoona,PA,11020.0,107.0,-78.395445,40.48539,2019-01-01
2492600,,Certificate,Certificate,Public,Mid East,1.0,,,,14000.0,1174.0,,,0.116,,0.5635,Eastern Center for Arts and Technology,"Willow Grove, PA - 3075 Terwood Rd",19090,42.0,Willow Grove,PA,37980.0,428.0,-75.108649,40.158437,2019-01-01
817809,,Certificate,Certificate,Private For-Profit,Mid East,,,,,17000.0,10488.0,,,0.143,,0.5775,Empire Beauty School-Center City Philadelphia,"Philadelphia, PA - 1522 Chestnut St",19102-2701,42.0,Philadelphia,PA,37980.0,428.0,-75.166566,39.950921,2019-01-01
2189101,,Bachelor,Bachelor,Private For-Profit,Outlying Areas,,,7425.0,7425.0,,3381.0,2700.0,,0.0,,0.3,CEM College-Humacao,"Humacao, PR - 8 Dr Vidal St",00791-4210,72.0,Humacao,PR,41980.0,490.0,-65.821107,18.148771,2019-01-01
2552300,,Certificate,Certificate,Private For-Profit,Outlying Areas,,,,,12834.0,4431.0,,,,,0.0,Colegio Mayor de Tecnologia Inc,"Arroyo, PR - 151, Morse Street",00714-0270,72.0,Arroyo,PR,25020.0,490.0,-66.061831,17.968588,2019-01-01
2504500,,Certificate,Certificate,Private For-Profit,Outlying Areas,,,,,6455.0,4946.0,,,,,0.0,Institucion Chaviano de Mayaguez,"Mayaguez, PR - Calle Ramos Antonini #116 Este",00680,72.0,Mayaguez,PR,32420.0,364.0,-67.137002,18.200763,2019-01-01
3021900,,Certificate,Bachelor,Private For-Profit,Outlying Areas,0.9724,,7100.0,7100.0,,6179.0,2270.0,,,,0.1577,EDIC College,"Caguas, PR - ANGORA INDUSTRIAL PARK BUILDING G ANGORA AVENUE",00725-0000,72.0,Caguas,PR,41980.0,490.0,-66.025311,18.242588,2019-01-01
3025900,,Certificate,Certificate,Private For-Profit,Outlying Areas,,,9722.0,9722.0,,4950.0,,,,,0.0,Liceo de Arte-Dise-O y Comercio,"Caguas, PR - 42-49 Acosta St",00725,72.0,Caguas,PR,41980.0,490.0,-66.034057,18.233122,2019-01-01
3029700,,Certificate,Bachelor,Private Non-Profit,Outlying Areas,,,,,18800.0,4446.0,1334.0,,,,0.0,Universal Technology College of Puerto Rico,"Aguadilla, PR - 111 Comercio St",00603,72.0,Aguadilla,PR,10380.0,-2.0,-67.155628,18.42812,2019-01-01
2552400,,Certificate,Certificate,Private For-Profit,Southeast,,,,,14000.0,6589.0,,,0.142,,0.4427,Academy of Hair Technology,"Greenville, SC - 3715 E North St Ste F",29615-2363,45.0,Greenville,SC,24860.0,273.0,-82.327426,34.874681,2019-01-01
2278700,,Certificate,Certificate,Private For-Profit,Southeast,,,,,15000.0,6149.0,,,0.318,,0.2857,Mr Wayne's School of Unisex Hair Design,"Cookeville, TN - 170 S Willow Ave",38501,47.0,Cookeville,TN,18260.0,-2.0,-85.512381,36.158772,2019-01-01
2539800,,Certificate,Certificate,Private For-Profit,Southeast,,,,,13824.0,7922.0,,,0.321,,0.3617,Queen City College,"Clarksville, TN - 1594 Fort Campbell Blvd",37042,47.0,Clarksville,TN,17300.0,-2.0,-87.408706,36.573521,2019-01-01
3022400,,Associate,Associate,Public,Outlying Areas,,,4885.0,5105.0,,709.0,2262.0,,,,0.0,College of the Marshall Islands,"Majuro, MH - Oceanside Uliga - PO Box 1258",96960,68.0,Majuro,MH,-2.0,-2.0,171.378129,7.102688,2019-01-01
3026506,,Certificate,Associate,Private Non-Profit,Southwest,,,15802.0,15802.0,,10536.0,4319.0,,0.142,,0.69,Remington College-Fort Worth Campus,"Fort Worth, TX - 300 E. Loop 820",76112-1225,48.0,Fort Worth,TX,19100.0,206.0,-97.213702,32.776152,2019-01-01
3011800,,Certificate,Certificate,Private For-Profit,Southwest,,,,,13200.0,7713.0,,,0.141,,0.1875,UCAS University of Cosmetology Arts & Sciences,"San Antonio, TX - 910 SE Military, Suite 100",78214,48.0,San Antonio,TX,41700.0,484.0,-98.484836,29.354354,2019-01-01
3032300,,Certificate,Associate,Private For-Profit,Southwest,0.9615,,,,33750.0,13620.0,4766.0,,0.0,,0.3863,School of Automotive Machinists & Technology,"Houston, TX - 1911 Antoine Drive",77055-1803,48.0,Houston,TX,26420.0,288.0,-95.476017,29.805166,2019-01-01
3009400,,Certificate,Certificate,Private For-Profit,Southwest,,,,,14600.0,10378.0,,,0.25,,0.8684,Nuvani Institute,"San Antonio, TX - 2402 San Pedro Ave.",78212-1901,48.0,San Antonio,TX,41700.0,484.0,-98.498977,29.457062,2019-01-01
3021500,,Certificate,Certificate,Private For-Profit,Southwest,,,,,14600.0,10002.0,,,0.152,,0.8182,Nuvani Institute,"Eagle Pass, TX - 272 Commerical St",78852-4859,48.0,Eagle Pass,TX,20580.0,-2.0,-100.506009,28.707864,2019-01-01
3025000,,Certificate,Certificate,Private For-Profit,Southwest,,,,,10515.0,7702.0,,,,,0.0,Texas College of Cosmetology-Abilene,"Abilene, TX - 117 Sayles Blvd.",79605,48.0,Abilene,TX,10180.0,-2.0,-99.747159,32.448891,2019-01-01
2572800,,Associate,Bachelor,Private For-Profit,Southwest,,,,,25200.0,7085.0,4342.0,,0.149,,0.6917,Vista College-Online,"Richardson, TX - 300 N. Coit Rd, Suite 300",75080,48.0,Richardson,TX,19100.0,206.0,-96.768201,32.95518,2019-01-01
2334402,,Associate,Associate,Private For-Profit,Southeast,,,15887.0,15887.0,,17050.0,4531.0,,0.163,,0.7126,Centura College-Newport News,"Newport News, VA - 616 Denbigh Blvd",23608,51.0,Newport News,VA,47260.0,545.0,-76.517328,37.140484,2019-01-01
2334401,,Associate,Associate,Private For-Profit,Southeast,,,16337.0,16337.0,,14531.0,5230.0,,0.163,,0.8135,Centura College-Norfolk,"Norfolk, VA - 7020 North Military Highway",23518-4833,51.0,Norfolk,VA,47260.0,545.0,-76.232569,36.908434,2019-01-01
3042800,,Certificate,Certificate,Public,Southeast,,,,,4159.0,1736.0,,,,,0.0,Virginia Beach City Public Schools School of Practical Nursing,"Virginia Beach, VA - 2925 N Landing Rd",23456-2499,51.0,Virginia Beach,VA,47260.0,545.0,-76.074108,36.743065,2019-01-01
2602100,,Bachelor,Bachelor,Private For-Profit,Far West,,,20600.0,20600.0,,20729.0,,,0.151,,0.6471,Northwest College of Art & Design,"Tacoma, WA - 1126 Pacific Avenue, Suite 101",98402,53.0,Tacoma,WA,42660.0,500.0,-122.43885,47.25249,2019-01-01
379802,,Bachelor,Graduate,Public,Far West,0.7935,,11138.0,36519.0,,3266.0,10851.0,,0.028,1139.0,0.287,University of Washington-Bothell Campus,"Bothell, WA - 18115 Campus Way NE",98011-8246,53.0,Bothell,WA,42660.0,500.0,-122.191293,47.759773,2019-01-01
379801,,Bachelor,Graduate,Public,Far West,0.8556,,11261.0,36642.0,,3776.0,10141.0,,0.028,1078.0,0.3959,University of Washington-Tacoma Campus,"Tacoma, WA - 1900 Commerce St",98402-3100,53.0,Tacoma,WA,42660.0,500.0,-122.438541,47.244594,2019-01-01
757800,,Certificate,Certificate,Private For-Profit,Southeast,,,,,9100.0,4361.0,,,,,0.0,Huntington School of Beauty Culture,"Huntington, WV - 5636 U.S. Route 60 East",25705-2030,54.0,Huntington,WV,26580.0,170.0,-82.325688,38.410212,2019-01-01
3084400,,Certificate,Certificate,Private For-Profit,Southeast,,,,,15575.0,47610.0,,,0.232,,0.5899,Valley College-Beckley,"Beckley, WV - 120 New River Town Center",25801,54.0,Beckley,WV,13220.0,-2.0,-81.187539,37.789287,2019-01-01
2609400,,Certificate,Associate,Private For-Profit,Southeast,,,,,15575.0,4079.0,4500.0,,0.225,,0.6718,Valley College-Martinsburg,"Martinsburg, WV - 287 Aikens Ctr Edwin Miller Blvd",25404-6203,54.0,Martinsburg,WV,25180.0,548.0,-77.959272,39.486897,2019-01-01
3084200,,Certificate,Certificate,Private For-Profit,Southeast,,,,,15575.0,16284.0,,,0.294,,0.4296,Valley College-Princeton,"Princeton, WV - 617 Mercer Street",24740,54.0,Princeton,WV,14140.0,-2.0,-81.091858,37.369159,2019-01-01
2343400,,Certificate,Certificate,Private For-Profit,Far West,,,,,9544.0,12510.0,,,0.043,,0.484,Bellus Academy-Poway,"Poway, CA - 13266 Poway Rd",92064,6.0,Poway,CA,41740.0,-2.0,-117.042531,32.957184,2019-01-01
3019900,,Certificate,Certificate,Private For-Profit,Far West,,,,,14500.0,8740.0,,,0.181,,0.6719,Capstone College,"Pasadena, CA - 1200 N. Fair Oaks Ave Suite 32",91103,6.0,Pasadena,CA,31080.0,348.0,-118.149478,34.165741,2019-01-01
2602300,,Certificate,Associate,Private For-Profit,Far West,0.9568,,,,16629.0,13066.0,5302.0,,0.15,,0.4226,Central Coast College,"Salinas, CA - 480 S Main Street",93901-3301,6.0,Salinas,CA,41500.0,-2.0,-121.655643,36.669595,2019-01-01
3027700,,Certificate,Graduate,Private For-Profit,Far West,,,9791.0,9791.0,,11913.0,5158.0,,0.09,,0.3913,Pacific College of Oriental Medicine-San Diego,"San Diego, CA - 7445 Mission Valley Rd Ste 105",92108-4407,6.0,San Diego,CA,41740.0,-2.0,-117.16073,32.778391,2019-01-01
3816300,,Certificate,Certificate,Private For-Profit,Southeast,,,,,15876.0,9115.0,,,0.05,,0.4908,Artistic Nails and Beauty Academy-Tampa,"Tampa, FL - 4951-A Adamo Drive",33605,12.0,Tampa,FL,45300.0,-2.0,-82.403486,27.951358,2019-01-01
3035900,,Certificate,Certificate,Private For-Profit,Southeast,,,,,37500.0,15931.0,,,0.016,,0.7082,National Aviation Academy of Tampa Bay,"Clearwater, FL - 6225 Ulmerton Road",33760,12.0,Clearwater,FL,45300.0,-2.0,-82.721372,27.89484,2019-01-01
2126300,,Certificate,Certificate,Public,Mid East,0.6452,,,,11915.0,4653.0,,,0.218,,0.8353,Madison Oneida BOCES-Practical Nursing Program,"Verona, NY - 4937 Spring Rd",13478-0168,36.0,Verona,NY,46540.0,-2.0,-75.461279,43.212894,2019-01-01
4152700,,Certificate,Certificate,Private For-Profit,Southwest,,,,,9950.0,10440.0,,,0.101,,0.4072,Astrodome Career Centers,"Houston, TX - 2656 S Loop W Ste 380",77054,48.0,Houston,TX,26420.0,288.0,-95.421747,29.679465,2019-01-01
2604700,,Certificate,Associate,Private For-Profit,Southwest,,,,,8450.0,11340.0,4949.0,,0.071,,0.6773,Center for Advanced Legal Studies,"Houston, TX - 800 W Sam Houston Parkway S, Suite 100",77042-1912,48.0,Houston,TX,26420.0,288.0,-95.558831,29.75302,2019-01-01
2527500,,Certificate,Certificate,Private For-Profit,Southwest,,,,,12475.0,5858.0,,,,,0.0,Houston Training School-Main Campus,"Houston, TX - 10314 I-10 East Fwy",77026,48.0,Houston,TX,26420.0,288.0,-95.24417,29.77291,2019-01-01
3066600,,Certificate,Associate,Public,Great Lakes,,,3040.0,3040.0,,762.0,4853.0,,,,0.0,Bay Mills Community College,"Brimley, MI - 12214 W Lakeshore Dr",49715,26.0,Brimley,MI,42300.0,-2.0,-84.607089,46.454584,2019-01-01
3129100,,Associate,Associate,Public,Plains,,,5319.0,5319.0,,2230.0,7864.0,,0.191,,0.2066,Fond du Lac Tribal and Community College,"Cloquet, MN - 2101 14th St",55720-2342,27.0,Cloquet,MN,20260.0,-2.0,-92.451326,46.690069,2019-01-01
2180000,,Associate,Bachelor,Public,Far West,,,4437.0,4437.0,,5188.0,4661.0,,,,0.0,Northwest Indian College,"Bellingham, WA - 2522 Kwina Rd",98226-9217,53.0,Bellingham,WA,13380.0,-2.0,-122.614656,48.794131,2019-01-01
2360800,,Certificate,Bachelor,Private For-Profit,Rocky Mountains,,,12955.0,12955.0,,23565.0,6144.0,,0.138,,0.8167,Provo College,"Provo, UT - 1450 W 820 N",84601,49.0,Provo,UT,39340.0,482.0,-111.68431,40.245294,2019-01-01
2531800,,Certificate,Certificate,Private For-Profit,Rocky Mountains,,,,,13985.0,9062.0,,,0.079,,0.4819,Paul Mitchell the School-Costa Mesa,"Costa Mesa, CA - 3309 Hyland Ave., Suite J",92626,6.0,Costa Mesa,CA,31080.0,348.0,-117.927468,33.695103,2019-01-01
42098884,,Bachelor,Graduate,Private For-Profit,Rocky Mountains,,,,,,10271.0,,,0.123,,0.2951,University of Phoenix-Utah,"Salt Lake City, UT - 5373 S. Green Street",84123-4642,49.0,Salt Lake City,UT,41620.0,482.0,-111.904474,40.653835,2019-01-01
3030600,,Certificate,Certificate,Private For-Profit,Rocky Mountains,,,,,14953.0,6741.0,,,,,0.8908,Cortiva Institute-Salt Lake,"Salt Lake City, UT - 25 South 300 East",84111,49.0,Salt Lake City,UT,41620.0,482.0,-111.882079,40.768488,2019-01-01
2332806,,Certificate,Certificate,Private Non-Profit,Far West,,,,,12954.0,10774.0,,,0.147,,0.3743,CET-Coachella,"Coachella, CA - 49-111 Highway 111, Ste. 5",92236,6.0,Coachella,CA,40140.0,348.0,-116.185875,33.692248,2019-01-01
2332807,,Certificate,Certificate,Private Non-Profit,Far West,,,,,12954.0,11384.0,,,0.147,,0.3843,CET-Oxnard,"Oxnard, CA - 761 South C St",93030,6.0,Oxnard,CA,37100.0,348.0,-119.18145,34.194208,2019-01-01
2332803,,Certificate,Certificate,Private Non-Profit,Far West,,,,,12954.0,10188.0,,,0.147,,0.3644,CET-Santa Maria,"Santa Maria, CA - 509 W Morrison Ave",93458,6.0,Santa Maria,CA,42200.0,-2.0,-120.441978,34.943576,2019-01-01
3686300,,Graduate,Graduate,Private For-Profit,Rocky Mountains,,,,,,11830.0,,,0.085,,,Colorado School of Traditional Chinese Medicine,"Denver, CO - 1441 York St Ste 302",80206,8.0,Denver,CO,19740.0,216.0,-104.960118,39.739437,2019-01-01
3976300,,Certificate,Certificate,Private For-Profit,Rocky Mountains,,,,,13700.0,9552.0,,,0.141,,0.506,Massage Therapy Institute of Colorado,"Denver, CO - 1441 York St Ste 301",80206,8.0,Denver,CO,19740.0,216.0,-104.960118,39.739437,2019-01-01
2125600,,Certificate,Certificate,Private For-Profit,Great Lakes,,,,,17500.0,12368.0,,,0.202,,0.8258,Michigan College of Beauty-Troy,"Troy, MI - 3498 Rochester Rd",48083,26.0,Troy,MI,19820.0,220.0,-83.12734,42.570337,2019-01-01
2230501,,Certificate,Certificate,Private For-Profit,Southwest,,,,,16950.0,10256.0,,,0.2,,0.7304,Ogle School Hair Skin Nails-Dallas,"Dallas, TX - 6333 East Mockingbird Lane, Suite 201",75214-2389,48.0,Dallas,TX,19100.0,206.0,-96.754693,32.836833,2019-01-01
3478400,,Graduate,Graduate,Private Non-Profit,Southwest,,,,,,5795.0,6221.0,,0.056,,,Phoenix Seminary,"Scottsdale, AZ - 7901 E. Shea Blvd.",85260,4.0,Scottsdale,AZ,38060.0,429.0,-111.910665,33.581645,2019-01-01
2262501,,Certificate,Certificate,Private For-Profit,Plains,,,,,13450.0,10696.0,,,0.074,,0.8235,Faust Institute of Cosmetology-Spirit Lake,"Spirit Lake, IA - 1543 18th Street",51360,19.0,Spirit Lake,IA,44020.0,517.0,-95.113596,43.42141,2019-01-01
2211901,,Certificate,Certificate,Private For-Profit,Rocky Mountains,,,,,14900.0,6641.0,,,0.128,,0.7333,Cheeks Beauty Academy,"Loveland, CO - 5010 Granite Street",80538,8.0,Loveland,CO,22660.0,-2.0,-105.078334,40.445169,2019-01-01
3584400,,Certificate,Certificate,Private For-Profit,Rocky Mountains,,,10760.0,10760.0,,17212.0,,,0.075,,0.7742,Colorado School of Healing Arts,"Lakewood, CO - 7655 W Mississippi Ste 100",80226,8.0,Lakewood,CO,19740.0,216.0,-105.082406,39.697033,2019-01-01
4183700,,Certificate,Certificate,Private For-Profit,Rocky Mountains,,,,,9800.0,15135.0,,,0.0,,0.4103,Healing Arts Institute,"Fort Collins, CO - 4007 Automation Way",80525-3479,8.0,Fort Collins,CO,22660.0,-2.0,-105.042377,40.531914,2019-01-01
3062400,,Certificate,Certificate,Public,Far West,,,,,6147.0,16579.0,,,,,0.0,Mt. Diablo Adult Education-Mt. Diablo USD,"Concord, CA - Loma Vista Adult Center - 1266 San Carlos Avenue.",94518-1199,6.0,Concord,CA,41860.0,488.0,-122.026805,37.968852,2019-01-01
3054100,,Certificate,Certificate,Private For-Profit,Far West,,,,,11755.0,8553.0,,,0.097,,0.3333,Royale College of Beauty and Barbering,"Temecula, CA - 27485 Commerce Center Dr",92590,6.0,Temecula,CA,40140.0,348.0,-117.164541,33.515476,2019-01-01
527900,,Certificate,Certificate,Public,New England,1.0,,,,7500.0,6398.0,,,0.017,,0.4024,Greater Lowell Technical School,"Tyngsboro, MA - 250 Pawtucket Blvd",01879,25.0,Tyngsboro,MA,14460.0,148.0,-71.38618,42.653908,2019-01-01
2235900,,Certificate,Certificate,Private For-Profit,Southeast,,,,,14200.0,11268.0,,,0.083,,0.6528,Academy of Hair Design-Pearl,"Pearl, MS - 3167 Hwy 80 E",39208,28.0,Pearl,MS,27140.0,298.0,-90.115129,32.281983,2019-01-01
3061100,,Certificate,Certificate,Private For-Profit,Southeast,,,,,17495.0,6908.0,,,0.151,,0.6111,Genesis Career College-Lebanon,"Lebanon, TN - 1505 Noah Court",37087,47.0,Lebanon,TN,34980.0,400.0,-86.337952,36.21618,2019-01-01
3061800,,Certificate,Certificate,Private For-Profit,Southwest,,,,,10860.0,8040.0,,,0.061,,0.5,Star College of Cosmetology 2,"Tyler, TX - 520 E Front St",75702-8214,48.0,Tyler,TX,46340.0,540.0,-95.295738,32.347643,2019-01-01
357401,,Associate,Associate,Public,Southwest,,,2560.0,14200.0,,8333.0,5205.0,,0.171,,0.087,Southwest Collegiate Institute for the Deaf,"Big Spring, TX - 3200 Ave C",79720-7298,48.0,Big Spring,TX,13700.0,-2.0,-101.50294,32.226498,2019-01-01
2342701,,Certificate,Associate,Private For-Profit,Southeast,,,14552.0,14552.0,,8518.0,3858.0,,0.236,,0.6976,Fortis College-Richmond,"Richmond, VA - 2000 Westmoreland Street, Suite A",23230,51.0,Richmond,VA,40060.0,-2.0,-77.488437,37.58153,2019-01-01
3061200,,Graduate,Graduate,Private For-Profit,Great Lakes,,,,,,15876.0,5079.0,,0.064,,,Midwest College of Oriental Medicine-Racine,"Racine, WI - 6232 Bankers Road",53403-9747,55.0,Racine,WI,39540.0,376.0,-87.856679,42.678051,2019-01-01
565500,,Certificate,Associate,Public,Far West,,,,,3300.0,2062.0,6523.0,,,,0.0,Hacienda La Puente Adult Education,"La Puente, CA - 14101 E. Nelson Ave",91746-0002,6.0,La Puente,CA,31080.0,348.0,-117.979559,34.044112,2019-01-01
2573200,,Certificate,Certificate,Private For-Profit,Southeast,,,,,15595.0,7882.0,,,0.059,,0.5515,La Belle Beauty Academy,"Miami, FL - 7390 West Flagler Street",33144,12.0,Miami,FL,33100.0,370.0,-80.31582,25.769614,2019-01-01
525800,,Associate,Associate,Public,Far West,,,3144.0,8280.0,,2626.0,8030.0,,0.209,,0.0752,Hawaii Community College,"Hilo, HI - 1175 Manono Street",96720-5096,15.0,Hilo,HI,25900.0,-2.0,-155.069653,19.704756,2019-01-01
2528200,,Certificate,Certificate,Private For-Profit,Mid East,,,,,16116.0,9849.0,,,0.133,,0.37,Robert Fiance Beauty Schools-North Plainfield,"North Plainfield, NJ - 121 Watchung Ave",07060,34.0,North Plainfield,NJ,35620.0,408.0,-74.427019,40.622543,2019-01-01
738700,,Certificate,Certificate,Private For-Profit,Mid East,,,,,13200.0,13602.0,,,0.064,,0.3636,Long Island Beauty School-Hauppauge,"Hauppauge, NY - 544 Rte 111",11788,36.0,Hauppauge,NY,35620.0,408.0,-73.200285,40.828573,2019-01-01
3065900,,Certificate,Certificate,Public,Great Lakes,,,,,6480.0,8568.0,,,,,0.0,Buckeye Joint Vocational School,"New Philadelphia, OH - 545 University Dr NE",44663-9450,39.0,New Philadelphia,OH,35420.0,184.0,-81.401957,40.470531,2019-01-01
2620000,,Certificate,Certificate,Public,Great Lakes,,,,,13867.0,7248.0,,,0.164,,0.7516,Sandusky Career Center,"Sandusky, OH - 2130A Hayes Ave",44870,39.0,Sandusky,OH,41780.0,184.0,-82.71206,41.43483,2019-01-01
1086000,,Certificate,Certificate,Public,Mid East,,,,,14960.0,6389.0,,,0.088,,0.5966,Greater Altoona Career & Technology Center,"Altoona, PA - 1500 Fourth Avenue",16602-3616,42.0,Altoona,PA,11020.0,107.0,-78.398094,40.508337,2019-01-01
2239101,,Certificate,Certificate,Private For-Profit,Southwest,,,,,9700.0,3890.0,,,,,0.0,Central Texas Beauty College-Temple,"Temple, TX - 2010 South 57th Street",76504-6948,48.0,Temple,TX,28660.0,-2.0,-97.379234,31.084871,2019-01-01
2235600,,Certificate,Certificate,Public,Mid East,0.3735,,,,10000.0,4565.0,,,0.253,,0.6282,Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,"Angola, NY - 8685 Erie Rd",14006,36.0,Angola,NY,27460.0,-2.0,-79.387599,42.110198,2019-01-01
2173211,,Certificate,Certificate,Private For-Profit,Mid East,,,,,12750.0,10566.0,,,0.142,,0.6008,Empire Beauty School-Brooklyn,"Brooklyn, NY - 2384 86th St",11214,36.0,Brooklyn,NY,35620.0,408.0,-73.989884,40.599279,2019-01-01
2527501,,Certificate,Certificate,Private For-Profit,Southwest,,,,,12475.0,3976.0,,,,,0.0,Houston Training School-Gulfgate,"Houston, TX - 6630 Gulf Fwy",77087,48.0,Houston,TX,26420.0,288.0,-95.304003,29.706531,2019-01-01
1289102,,Certificate,Associate,Private For-Profit,Southeast,,,15980.0,15980.0,,10287.0,3928.0,,0.177,,0.9476,Antonelli College-Hattiesburg,"Hattiesburg, MS - 1500 N 31st Ave",39401,28.0,Hattiesburg,MS,25620.0,279.0,-89.335692,31.349549,2019-01-01
265102,,Associate,Associate,Public,Southwest,,,1180.0,2260.0,,1541.0,5902.0,,0.108,,0.0918,Eastern New Mexico University Ruidoso Branch Community College,"Ruidoso, NM - 709 Mechem Dr",88345,35.0,Ruidoso,NM,40760.0,-2.0,-105.677273,33.346376,2019-01-01
2559304,,Certificate,Certificate,Private For-Profit,Far West,,,,,19900.0,9528.0,,,0.116,,0.7274,United Education Institute-Ontario,"Ontario, CA - 4730 Ontario Mills Parkway",91764-5574,6.0,Ontario,CA,40140.0,348.0,-117.547733,34.0694,2019-01-01
2559305,,Certificate,Certificate,Private For-Profit,Far West,,,,,19900.0,9884.0,,,0.116,,0.7795,United Education Institute-Encino,"Encino, CA - 5445 Balboa Boulevard",91316-1951,6.0,Encino,CA,31080.0,348.0,-118.50213,34.170205,2019-01-01
3373300,,Bachelor,Bachelor,Private Non-Profit,Southeast,0.5075,,39016.0,39016.0,,27234.0,5107.0,,0.066,,0.7286,Beacon College,"Leesburg, FL - 105 E Main St",34748,12.0,Leesburg,FL,36740.0,422.0,-81.87415,28.811281,2019-01-01
3327400,,Graduate,Graduate,Private Non-Profit,Far West,,,,,,11412.0,,,0.029,,,Acupuncture and Integrative Medicine College-Berkeley,"Berkeley, CA - 2550 Shattuck Avenue",94704,6.0,Berkeley,CA,41860.0,488.0,-122.267636,37.862754,2019-01-01
3156300,,Associate,Associate,Public,Southwest,,,2070.0,7854.0,,1517.0,8830.0,,0.15,,0.1413,Estrella Mountain Community College,"Avondale, AZ - 3000 N Dysart Rd",85392-1000,4.0,Avondale,AZ,38060.0,429.0,-112.343158,33.480722,2019-01-01
3083800,,Associate,Associate,Public,Great Lakes,,,4590.0,13110.0,,2648.0,7339.0,,0.144,,0.1675,Heartland Community College,"Normal, IL - 1500 West Raab Road",61761-9446,17.0,Normal,IL,14010.0,145.0,-89.014776,40.53301,2019-01-01
3218300,,Bachelor,Graduate,Private For-Profit,Mid East,,,15984.0,15984.0,,27670.0,2292.0,,0.202,,0.1571,University of the Potomac-Washington DC Campus,"Washington, DC - 1401 H Street NW",20005,11.0,Washington,DC,47900.0,548.0,-77.032531,38.90054,2019-01-01
3077500,,Bachelor,Bachelor,Private Non-Profit,Mid East,0.5,,11900.0,11900.0,,11336.0,2917.0,,,,0.0,Rabbi Jacob Joseph School,"Edison, NJ - One Plainfield Ave",08817-4494,34.0,Edison,NJ,35620.0,408.0,-74.397954,40.501001,2019-01-01
2612700,,Certificate,Certificate,Private For-Profit,Southeast,,,,,13900.0,13570.0,,,0.033,,0.64,The Salon Professional Academy-Melbourne,"Melbourne, FL - 1700 W. New Haven Avenue - Ste 540A",32904,12.0,Melbourne,FL,37340.0,-2.0,-80.651439,28.081445,2019-01-01
3011600,,Associate,Associate,Private For-Profit,Mid East,,,28802.0,28802.0,,10829.0,5333.0,,0.201,,0.7143,Fortis Institute-Scranton,"Scranton, PA - 517 Ash Street",18509-2903,42.0,Scranton,PA,42540.0,-2.0,-75.651683,41.417104,2019-01-01
2248200,,Certificate,Certificate,Private For-Profit,Southwest,,,,,15328.0,5182.0,,,0.187,,0.581,Milan Institute of Cosmetology,"Amarillo, TX - 2400 Southeast 27th Avenue",79103,48.0,Amarillo,TX,11100.0,108.0,-101.916877,35.185307,2019-01-01
3108500,,Bachelor,Graduate,Private Non-Profit,Southeast,0.6935,,17600.0,17600.0,,18949.0,3543.0,,0.107,,0.4273,Everglades University,"Boca Raton, FL - 5002 T-Rex Avenue, Suite 100",33431,12.0,Boca Raton,FL,33100.0,370.0,-80.108331,26.391218,2019-01-01
